City_ID,City,Country,Current Conditions,Lat,Lng,Max Temp,Hotel Name
380,Athol,US,clear sky,42.6,-72.23,55.4,Miller's Woods and River Bend
381,Mabaruma,GY,overcast clouds,8.2,-59.78,76.91,
382,San Cristobal,VE,haze,7.77,-72.22,84.2,Pirineos
385,Khyriv,UA,clear sky,49.53,22.85,40.26,Layar Palace
387,Kidal,ML,clear sky,18.44,1.41,80.26,
388,Kolpny,RU,overcast clouds,52.23,37.04,34.63,
389,Mtsamboro,YT,few clouds,-12.7,45.07,80.6,
390,Nioro,GM,clear sky,13.35,-15.75,81.52,
391,Cuorgne,IT,clear sky,45.39,7.65,54.0,B&B Il Grillo Bianco
392,Ibiapina,BR,overcast clouds,-3.92,-40.89,68.79,Hotel Pinheiro
394,Batavia,US,broken clouds,41.85,-88.31,62.6,Comfort Inn & Suites Geneva - West Chicago
395,Klaipeda,LT,few clouds,55.72,21.12,48.2,Amberton Hotel Klaipėda
397,Warmbad,,broken clouds,-28.45,18.73,51.04,
398,Qandala,SO,clear sky,11.47,49.87,80.78,
399,Aden,YE,clear sky,12.78,45.04,79.59,Sama Emirate Hotel
400,Nizhniy Baskunchak,RU,few clouds,48.22,46.83,33.37,Arman hotel
401,Llanes,ES,overcast clouds,43.42,-4.75,53.01,Hotel La Paz
402,Stolac,BA,clear sky,43.08,17.96,57.2,Traditional Bosnian House
403,Kiruna,SE,overcast clouds,67.86,20.23,28.4,Camp Ripan
404,Balasheyka,RU,few clouds,53.28,48.09,27.64,
405,Aasiaat,GL,scattered clouds,68.71,-52.87,9.3,Hotel Aasiaat Sømandshjem
406,Beitbridge,ZW,clear sky,-22.22,30.0,71.4,PETERS MOTEL & CONFERENCE CENTRE
407,Rio De Janeiro,BR,clear sky,-22.9,-43.21,77.0,Windsor Guanabara Hotel
408,Santarem,BR,thunderstorm,-2.44,-54.71,80.6,Hotel Imperador
409,Siparia,TT,few clouds,10.13,-61.5,80.6,Brook Gardens
410,Rio Claro,BR,scattered clouds,-22.41,-47.56,75.2,Hotel Vivendas Rio Claro
413,Methoni,GR,overcast clouds,36.82,21.7,53.01,Methoni Beach Hotel
414,Asyut,EG,clear sky,27.18,31.18,64.4,Florence Hotel Assiut
415,Ziebice,PL,clear sky,50.6,17.04,51.01,Internat Zespołu Szkół Ponadgimnazjalnych
416,Iqaluit,CA,few clouds,63.75,-68.51,5.0,Frobisher Inn
418,Bonao,DO,scattered clouds,18.94,-70.41,78.8,POOL CITY HOTEL Bar & Lounge
419,Liverpool,GB,clear sky,53.41,-2.98,46.0,"Radisson Blu Hotel, Liverpool"
420,Rusape,ZW,clear sky,-18.53,32.13,60.26,Surrey Lodge
421,Tucuman,AR,overcast clouds,-26.82,-65.22,71.6,Dallas Hotel Tucuman
422,Sao Gabriel,BR,clear sky,-30.34,-54.32,65.1,Hotel Obino
423,Windhoek,,clear sky,-22.56,17.08,62.01,Hotel Uhland
424,Nefteyugansk,RU,overcast clouds,61.1,72.6,37.4,Royal Plaza
425,Nuuk,GL,overcast clouds,64.18,-51.72,21.2,Vandrehuset
426,Porto Santo,PT,broken clouds,33.07,-16.34,66.2,Hotel Porto Santo & Spa
427,Baragaon,IN,clear sky,25.43,82.82,75.52,hotel uttam chan basera
428,Santa Cruz Del Sur,CU,few clouds,20.71,-78.0,79.93,
429,Manta,EC,broken clouds,-0.95,-80.73,78.8,Balandra Hotel
430,Cabedelo,BR,few clouds,-6.98,-34.83,78.8,Lua Mansa Pousada
431,Murgab,TM,mist,37.5,61.97,53.6,
432,Elat,IL,scattered clouds,29.56,34.95,68.0,מלון נובה לייק - Nova Like Hotel
433,Waddan,LY,clear sky,29.16,16.14,57.4,محل الشريف محمد العايب
435,Puerto Morazan,NI,few clouds,12.85,-87.17,89.6,Iglesia de Dios de la profecia
437,Kudahuvadhoo,MV,broken clouds,2.67,72.89,84.09,Kudahuvadhoo Retreat
438,Orodara,BF,broken clouds,10.95,-4.93,79.63,Bkf Orodara
439,Chicama,PE,few clouds,-7.84,-79.15,76.03,Hospedaje Punta Cana PERU
442,Sumbe,AO,few clouds,-11.21,13.84,77.18,Hotel Ritz Sumbe
443,Nova Russas,BR,overcast clouds,-4.71,-40.56,74.53,palace motel
444,Honningsvag,NO,broken clouds,70.98,25.97,28.4,Nordkapp Vandrerhjem
445,Awbari,LY,clear sky,26.59,12.78,64.27,فندق أوباري
446,Adrasmon,TJ,scattered clouds,40.65,69.99,57.2,
448,Chapais,CA,overcast clouds,49.78,-74.85,28.4,Hôtel Opémiska
449,Norwich,GB,clear sky,52.63,1.3,46.99,Holiday Inn Norwich City
450,Uray,RU,broken clouds,60.12,64.78,23.52,Hotel Pioner
452,Aksarka,RU,broken clouds,66.56,67.8,14.45,
453,Pavilosta,LV,broken clouds,56.89,21.19,48.2,"Hotel ""Vēju paradīze"""
454,Umm Bab,QA,clear sky,25.21,50.81,75.0,
455,Teya,RU,scattered clouds,60.38,92.63,28.09,
456,Bardiyah,LY,clear sky,31.76,25.09,57.9,بورتو بردية
457,Wawa,NG,scattered clouds,9.9,4.42,85.82,
458,Narva-Joesuu,EE,broken clouds,59.46,28.04,38.28,Narva-Jõesuu SPA & Sanatoorium
459,La Asuncion,VE,scattered clouds,11.03,-63.86,80.6,Colinas de Matasiete
460,Kolyvan,RU,overcast clouds,55.31,82.74,39.2,
461,Lugovoy,KZ,scattered clouds,42.95,72.76,51.94,
462,Bodmin,GB,clear sky,50.47,-4.72,48.99,Lanhydrock Hotel and Golf Club
463,Lapa,BR,broken clouds,-25.77,-49.72,64.4,Pousada Solar da Lapa
466,General Roca,AR,clear sky,-39.03,-67.58,57.2,Hotel El Recreo
467,Talnakh,RU,light shower snow,69.49,88.4,30.2,Talnakh Hotel
468,Annonay,FR,clear sky,45.24,4.67,53.6,"Domaine de Saint Clair - Hôtel 4 étoiles, restaurants, spa avec piscine & golf"
469,Correia Pinto,BR,overcast clouds,-27.58,-50.36,61.45,Estância Zéca Wiggers
471,Lima,PE,scattered clouds,-12.04,-77.03,71.6,Gran Hotel Bolivar Lima
472,Winsum,NL,mist,53.33,6.52,53.01,Eetcafe Beuving
473,Luanda,AO,scattered clouds,-8.84,13.23,80.6,EPIC SANA Luanda
474,Mega,ET,few clouds,4.05,38.3,60.62,Amanuel Guest House
475,Florianopolis,BR,scattered clouds,-27.61,-48.5,70.0,Hotel Boutique Quinta das Videiras
476,Jaisinghnagar,IN,clear sky,23.7,81.38,73.62,Sonu Up Dhawa
477,Sisimiut,GL,broken clouds,66.94,-53.67,12.42,Hotel Sisimiut
478,Shakawe,BW,clear sky,-18.37,21.85,66.99,Ditlhapi Guest House
479,Campoverde,PE,scattered clouds,-8.48,-74.81,81.12,"Hospedaje ""Señor De Muruhuay"""
480,Maniitsoq,GL,overcast clouds,65.42,-52.9,18.18,Hotel Heilmann Lyberth
481,High Rock,BS,broken clouds,26.62,-78.28,73.4,Ocean Pearl Bonefishing Resort
482,Naila,DE,clear sky,50.32,11.7,48.99,Hotel Grüner Baum
483,Newburgh,US,clear sky,41.5,-74.01,61.0,Windsor Motel
484,Lobito,AO,broken clouds,-12.35,13.55,78.04,Casa Rosa Hotel Residence
485,Turbat,PK,broken clouds,26.0,63.04,83.05,BOQ's
486,Bogandinskiy,RU,light shower snow,56.89,65.89,26.6,Alex
487,Sabha,LY,clear sky,27.04,14.43,63.9,محطة ام الارانب -سبها مواصلات
488,San Pedro,PH,few clouds,14.35,121.02,87.01,OYO 412 Viewfort Venue
489,Buchach,UA,clear sky,49.06,25.39,40.59,Mandry
490,Khanpur,PK,scattered clouds,28.65,70.66,73.26,Khan Hotel
491,Korla,CN,few clouds,41.76,86.15,60.01,Gulisitan Hotel
492,Finote Selam,ET,broken clouds,10.7,37.27,67.59,Tsion Hotel
493,Sadiqabad,PK,scattered clouds,28.31,70.13,74.53,MIDWAY HOTEL
496,Haverhill,US,clear sky,42.78,-71.08,55.4,Best Western Merrimack Valley
498,Krasnaya Gora,RU,clear sky,53.0,31.6,39.2,
499,Kyshtovka,RU,broken clouds,56.55,76.63,32.63,Uyutnaya Mini-Hotel
500,Lethem,GY,overcast clouds,3.38,-59.8,86.16,Savannah Inn
501,Islamkot,PK,few clouds,24.7,70.18,75.97,Ghazi Guest House
502,Pemba,MZ,few clouds,-12.97,40.52,78.44,Guesthouse Samotina
503,Sokolo,ML,clear sky,14.73,-6.12,86.04,
504,Boa Vista,BR,broken clouds,2.82,-60.67,82.4,Aipana Plaza Hotel
505,Snezhnogorsk,RU,light shower snow,69.19,33.25,24.8,Severnoye Siyaniye
506,Adeje,ES,scattered clouds,28.12,-16.73,70.0,Gran Tacande Wellness & Relax Costa Adeje
507,Clinton,US,clear sky,42.59,-82.92,54.0,River's Edge
508,Ajdabiya,LY,clear sky,30.76,20.23,57.97,فندق التوجان
510,Meybod,IR,scattered clouds,32.25,54.02,59.0,Traditional Hotel Restaurant Haji Malek
511,Sardinata,CO,haze,8.08,-72.8,84.2,Hotel El Turpial
512,Kollam,IN,mist,8.88,76.6,80.6,Ashtamudi Villas
513,Barcelos,PT,broken clouds,41.54,-8.62,59.0,Hotel Do Terço
514,Benin,BJ,few clouds,9.5,2.25,82.76,
515,Sao Jose Da Coroa Grande,BR,scattered clouds,-8.9,-35.15,80.87,Crôa Mares Hotel
516,Nguru,NG,scattered clouds,12.88,10.45,88.18,Government Lodge
517,Belmonte,BR,broken clouds,-15.86,-38.88,80.6,Pousada Monte Carmelo O Pão
518,Santa Lucia,ES,few clouds,27.91,-15.54,68.0,Hotel Viverde Las Tirajanas
519,Luba,GQ,few clouds,3.46,8.55,78.8,
520,Impfondo,CG,broken clouds,1.64,18.07,72.66,Préfecture de la Likouala
521,Praia,CV,clear sky,14.92,-23.51,73.4,LT Aparthotel
522,Sitges,ES,few clouds,41.24,1.81,57.0,URH Sitges Playa
523,Warren,US,overcast clouds,39.43,-84.17,66.99,The Golden Lamb
524,Torres,BR,overcast clouds,-29.34,-49.73,68.43,Farol Hotel
525,Danielskuil,ZA,overcast clouds,-28.19,23.54,52.75,Botha'Sig Gastehuis
526,Araouane,ML,clear sky,18.9,-3.53,82.4,
527,Dabou,CI,few clouds,5.33,-4.38,82.4,Le Cognac de Dabou
529,La Union,PE,clear sky,-5.4,-80.75,80.28,Los Portales
530,Safaga,EG,clear sky,26.73,33.94,71.6,Lamar Resort Abu Soma
531,Pokhvistnevo,RU,overcast clouds,53.65,52.13,30.9,Васильева4 Flug
533,Misratah,LY,clear sky,32.38,15.09,59.31,فندق الماسة
534,Veraval,IN,scattered clouds,20.9,70.37,73.67,Lords Inn Somnath
535,Astana,KZ,overcast clouds,51.18,71.45,41.0,King Hotel Astana
536,Georgiyevka,KZ,few clouds,43.04,74.71,48.2,Gostinitsa Dostyk 1 U Zheni
537,Porbandar,IN,clear sky,21.64,69.61,74.44,Lords Inn Porbandar
538,Gat,IL,scattered clouds,31.61,34.76,61.0,אהבה ברווחה
539,Moose Factory,CA,overcast clouds,51.26,-80.61,24.8,Cree Village Eco Lodge
540,Waren,DE,clear sky,53.52,12.68,52.0,Ringhotel Villa Margarete
541,Bonthe,SL,scattered clouds,7.53,-12.51,81.27,Bonthe Holiday Village
542,Husum,DE,scattered clouds,54.49,9.05,48.99,Best Western Plus Theodor Storm Hotel
544,Ascension,US,scattered clouds,30.22,-90.9,77.0,Highland Inn
545,Tarko-Sale,RU,snow,64.92,77.78,32.0,Yubileynaya
546,Altenburg,DE,clear sky,50.98,12.45,52.0,Parkhotel Altenburg
547,Dunaszekcso,HU,clear sky,46.09,18.76,42.8,Landgasthof Hegau
548,Marquette,US,overcast clouds,46.53,-87.63,46.99,Al Quaal Lodge
549,Saint-Francois,FR,clear sky,46.42,3.91,50.0,Manoir Du Bonheur
550,Seredka,RU,few clouds,58.16,28.19,30.2,Lesnoy Oazis
551,Gorom-Gorom,BF,clear sky,14.44,-0.24,86.47,Mairie de Rambo
552,Jumla,NP,clear sky,29.27,82.18,39.83,Hotel Sundar Rara Karnali
553,Malm,NO,drizzle,64.07,11.22,46.0,Malm hotell AS
554,Podgornoye,RU,overcast clouds,51.73,39.15,32.0,"O 'Hara's Irish Pub, restaurant, hotel"
555,Punta Alta,AR,clear sky,-38.88,-62.07,56.01,Center Hotel Punta Alta
556,Alibag,IN,haze,18.64,72.88,78.8,Bouganvillea Boutique Beach House
557,Itaituba,BR,overcast clouds,-4.28,-55.98,77.5,Hotel Campos
558,Santa Fe,AR,clear sky,-31.63,-60.7,64.99,Conquistador Hotel
559,Agadir,MA,scattered clouds,30.42,-9.6,62.6,Iberostar Founty Beach
