City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
301,Trelew,AR,2020-04-06 21:16:17,-43.25,-65.31,60.66,29,0,2.59
302,Orsta,NO,2020-04-06 21:26:05,62.2,6.13,50.0,70,75,14.99
303,Paranaiba,BR,2020-04-06 21:22:28,-19.68,-51.19,82.56,64,28,1.57
304,Nouadhibou,MR,2020-04-06 21:26:06,20.93,-17.03,71.6,64,0,16.11
305,Dublin,US,2020-04-06 21:22:11,37.7,-121.94,55.99,93,90,8.05
306,Shache,CN,2020-04-06 21:26:06,38.42,77.24,55.72,21,0,5.28
307,Carbonia,IT,2020-04-06 21:26:06,39.17,8.52,55.4,76,0,2.24
308,Druzhba,UA,2020-04-06 21:26:06,52.04,33.95,39.74,80,14,6.69
309,Jalu,LY,2020-04-06 21:26:06,29.03,21.55,61.57,45,5,12.39
310,Mecca,SA,2020-04-06 21:14:11,21.43,39.83,80.28,39,2,2.66
311,Plettenberg Bay,ZA,2020-04-06 21:26:07,-34.05,23.37,55.94,72,66,12.88
312,Eyl,SO,2020-04-06 21:23:39,7.98,49.82,80.83,75,1,11.16
313,Tessalit,ML,2020-04-06 21:26:07,20.2,1.01,81.84,11,0,13.24
314,Lagoa,PT,2020-04-06 21:26:07,39.05,-27.98,61.57,90,100,18.63
315,Kavaratti,IN,2020-04-06 21:26:07,10.57,72.64,83.8,73,35,7.23
316,Paramonga,PE,2020-04-06 21:26:07,-10.67,-77.83,76.32,69,28,9.91
317,Tiznit,MA,2020-04-06 21:26:07,29.58,-9.5,63.01,52,0,2.28
318,Paragominas,BR,2020-04-06 21:22:47,-2.97,-47.48,79.75,85,100,3.78
319,Warmbad,NA,2020-04-06 21:26:08,-28.45,18.73,54.95,49,49,13.13
320,Tazovskiy,RU,2020-04-06 21:26:08,67.47,78.7,27.1,98,100,4.45
321,Iralaya,HN,2020-04-06 21:26:08,15.0,-83.23,89.6,70,75,13.87
322,Plouzane,FR,2020-04-06 21:26:08,48.38,-4.62,50.0,87,1,5.82
323,Margate,GB,2020-04-06 21:26:08,51.38,1.39,54.0,66,5,3.36
324,Necochea,AR,2020-04-06 21:26:08,-38.55,-58.74,55.99,67,14,14.0
325,Vyshchetarasivka,UA,2020-04-06 21:26:08,47.57,34.88,45.23,57,0,9.91
326,Rio Grande,BR,2020-04-06 21:24:53,-32.03,-52.1,84.2,45,13,14.99
327,Aksarka,RU,2020-04-06 21:26:09,66.56,67.8,15.98,97,69,5.12
328,Hambantota,LK,2020-04-06 21:26:09,6.12,81.12,79.99,80,30,5.57
329,Humaita,BR,2020-04-06 21:26:09,-7.51,-63.02,81.0,92,100,3.24
330,Chapais,CA,2020-04-06 21:26:09,49.78,-74.85,30.2,50,90,10.29
331,Ventspils,LV,2020-04-06 21:26:09,57.39,21.56,37.4,74,18,14.32
332,Slobozia Bradului,RO,2020-04-06 21:26:09,45.5,27.05,41.0,35,5,6.93
333,Krasnoselkup,RU,2020-04-06 21:26:09,65.7,82.47,31.53,98,100,6.76
334,Oudtshoorn,ZA,2020-04-06 21:26:09,-33.59,22.2,53.6,71,75,16.11
335,Leh,IN,2020-04-06 21:16:19,34.17,77.58,17.65,28,74,4.72
336,Qunduz,AF,2020-04-06 21:26:10,36.73,68.86,56.75,63,99,2.26
337,Mehamn,NO,2020-04-06 21:26:10,71.04,27.85,30.2,79,20,19.46
338,Letlhakeng,BW,2020-04-06 21:26:10,-24.09,25.03,69.87,26,10,1.7
339,Oum Hadjer,TD,2020-04-06 21:26:10,13.3,19.7,84.76,11,0,3.44
340,Myskhako,RU,2020-04-06 21:26:10,44.67,37.74,39.0,51,0,11.18
341,Arlit,NE,2020-04-06 21:26:10,18.74,7.39,90.09,8,0,10.16
342,Aqtobe,KZ,2020-04-06 21:26:10,50.28,57.21,30.2,74,100,15.66
343,Kautokeino,NO,2020-04-06 21:26:11,69.01,23.04,32.74,83,99,18.12
344,Leshukonskoye,RU,2020-04-06 21:26:11,64.9,45.76,20.95,97,90,5.99
345,Camana,PE,2020-04-06 21:26:11,-16.62,-72.71,75.87,69,39,7.81
346,Ati,TD,2020-04-06 21:26:11,13.22,18.34,93.09,9,0,8.41
347,Saint-Augustin,CA,2020-04-06 21:26:11,51.23,-58.65,31.69,98,100,10.92
348,Polunochnoye,RU,2020-04-06 21:26:11,60.87,60.42,21.43,92,0,8.3
349,Booue,GA,2020-04-06 21:26:11,-0.09,11.94,74.98,85,100,1.25
350,Minab,IR,2020-04-06 21:26:11,27.15,57.08,75.2,83,0,4.7
351,Ebolowa,CM,2020-04-06 21:23:15,2.9,11.15,71.8,80,99,2.1
352,Burton,US,2020-04-06 21:26:12,43.0,-83.62,62.01,18,75,5.82
353,Galle,LK,2020-04-06 21:26:12,6.04,80.22,79.97,76,13,2.33
354,Atocha,BO,2020-04-06 21:26:12,-20.93,-66.23,59.56,10,18,4.72
355,Yarmouth,US,2020-04-06 21:26:12,41.71,-70.23,57.0,57,1,9.17
356,Salinopolis,BR,2020-04-06 21:26:12,-0.61,-47.36,82.45,86,100,12.91
357,Tabou,CI,2020-04-06 21:26:12,4.42,-7.35,81.72,85,9,6.2
358,Zhanaozen,KZ,2020-04-06 21:26:13,43.3,52.8,39.06,61,42,18.59
359,Finsterwalde,DE,2020-04-06 21:26:13,51.63,13.72,57.2,69,0,2.24
360,Muscle Shoals,US,2020-04-06 21:24:14,34.74,-87.67,82.0,39,75,4.7
361,Lusambo,CD,2020-04-06 21:26:13,-4.97,23.45,71.35,76,27,1.72
362,Tambopata,PE,2020-04-06 21:24:23,-12.73,-69.18,90.97,53,67,2.13
363,San Juan,AR,2020-04-06 21:23:56,-31.54,-68.54,69.57,23,23,9.1
364,Shediac,CA,2020-04-06 21:26:13,46.22,-64.54,46.99,28,40,23.04
365,Port Said,EG,2020-04-06 21:26:13,31.26,32.28,62.6,77,16,6.93
366,Luau,AO,2020-04-06 21:26:14,-10.71,22.22,66.58,68,100,0.65
367,Alta Floresta,BR,2020-04-06 21:26:14,-9.88,-56.09,89.6,66,93,5.82
368,Zavyalovo,RU,2020-04-06 21:26:14,54.51,82.45,39.2,86,90,6.71
369,Nuuk,GL,2020-04-06 21:24:55,64.18,-51.72,26.6,58,94,5.82
370,Pontes E Lacerda,BR,2020-04-06 21:26:14,-15.23,-59.34,79.43,80,83,0.83
371,Glotovka,RU,2020-04-06 21:26:14,53.95,46.7,26.6,87,22,12.24
372,Mamallapuram,IN,2020-04-06 21:26:14,12.63,80.17,84.2,83,40,5.39
373,Korneuburg,AT,2020-04-06 21:22:10,48.35,16.33,57.2,26,5,16.11
374,Buchanan,LR,2020-04-06 21:26:14,5.88,-10.05,77.0,88,75,4.07
375,Nauta,PE,2020-04-06 21:26:15,-4.51,-73.58,89.6,61,99,1.39
376,Shahr-E Kord,IR,2020-04-06 21:22:30,32.33,50.86,44.6,52,100,4.7
377,Nayagarh,IN,2020-04-06 21:26:15,20.13,85.1,78.17,56,0,2.75
378,Pianoro,IT,2020-04-06 21:26:15,44.39,11.34,55.99,54,0,3.36
379,Den Helder,NL,2020-04-06 21:26:15,52.96,4.76,53.01,93,40,6.93
380,Acarau,BR,2020-04-06 21:26:15,-2.89,-40.12,79.74,87,99,6.06
381,Lixourion,GR,2020-04-06 21:26:15,38.2,20.43,48.0,72,86,3.0
382,Marsabit,KE,2020-04-06 21:26:15,2.33,37.99,72.18,49,78,11.65
383,Jonkoping,SE,2020-04-06 21:26:16,57.78,14.16,46.4,69,1,8.05
384,Tucurui,BR,2020-04-06 21:26:16,-3.77,-49.67,81.14,91,100,1.97
385,Saint-Francois,FR,2020-04-06 21:26:16,46.42,3.91,53.6,50,9,3.36
386,Bayan,CN,2020-04-06 21:26:16,46.08,127.4,37.0,33,7,10.6
387,Stromness,GB,2020-04-06 21:26:16,58.97,-3.3,44.01,81,95,12.75
388,Inhambane,MZ,2020-04-06 21:26:16,-23.86,35.38,78.39,79,0,13.53
389,Karla,EE,2020-04-06 21:26:16,59.37,24.93,44.01,70,18,5.82
390,Piterka,RU,2020-04-06 21:26:17,50.68,47.45,31.93,82,25,17.87
391,Cabedelo,BR,2020-04-06 21:26:17,-6.98,-34.83,82.4,83,20,9.17
392,Le Port,RE,2020-04-06 21:26:17,-20.94,55.29,77.0,65,75,18.34
393,Berkovica,BA,2020-04-06 21:26:17,44.62,18.43,43.0,57,0,7.29
394,Sukhaya Buyvola,RU,2020-04-06 21:26:17,45.15,43.0,37.0,31,0,6.71
395,San Andres,CO,2020-04-06 21:26:17,12.58,-81.7,87.8,66,20,11.41
396,Aksu,CN,2020-04-06 21:26:17,41.12,80.26,56.28,23,57,1.61
397,Papayal,PE,2020-04-06 21:26:17,-4.08,-80.74,82.45,56,29,5.59
398,Dano,BF,2020-04-06 21:26:18,11.15,-3.07,90.61,28,59,8.93
399,Shambu,ET,2020-04-06 21:26:18,9.57,37.1,60.17,22,68,3.71
400,Barra Patuca,HN,2020-04-06 21:26:18,15.8,-84.28,84.65,64,0,12.86
401,Urengoy,RU,2020-04-06 21:24:54,65.97,78.37,31.64,97,100,5.61
402,Caiaponia,BR,2020-04-06 21:26:18,-16.96,-51.81,78.67,67,83,3.18
403,Zhadovka,RU,2020-04-06 21:26:18,53.57,46.95,27.95,87,4,13.56
404,Birin,NP,2020-04-06 21:26:18,26.89,88.07,56.17,21,0,4.41
405,Arica,CL,2020-04-06 21:26:19,-18.48,-70.3,73.4,69,10,10.29
406,Laharpur,IN,2020-04-06 21:26:19,27.72,80.9,75.09,22,0,8.19
407,Mugumu,TZ,2020-04-06 21:26:19,-1.85,34.7,61.47,61,53,1.7
408,Abha,SA,2020-04-06 21:26:19,18.22,42.51,66.2,63,19,3.96
409,Saint-Georges,GD,2020-04-06 21:23:10,12.06,-61.75,82.4,78,20,19.46
410,Isiro,CD,2020-04-06 21:26:19,2.77,27.62,68.56,78,100,1.01
411,Lokosovo,RU,2020-04-06 21:26:19,61.13,74.82,35.15,92,96,10.11
412,Derzhavinsk,KZ,2020-04-06 21:26:19,51.1,66.32,42.98,71,100,13.0
413,Campo Verde,BR,2020-04-06 21:26:20,-20.42,-54.07,84.2,66,40,8.05
414,Visby,SE,2020-04-06 21:23:36,57.64,18.3,46.99,60,80,10.29
415,Mvomero,TZ,2020-04-06 21:26:20,-6.25,38.67,80.6,83,20,2.15
416,Laguna,US,2020-04-06 21:26:20,38.42,-121.42,59.0,58,90,3.36
417,Severnoye,RU,2020-04-06 21:26:20,56.35,78.36,34.39,94,99,5.93
418,Ribas Do Rio Pardo,BR,2020-04-06 21:26:20,-20.44,-53.76,83.25,62,44,6.42
419,Kalamb,IN,2020-04-06 21:26:20,19.05,73.95,75.69,43,14,3.89
420,Mantua,IT,2020-04-06 21:26:21,45.17,10.78,57.2,53,0,6.93
421,Baijiantan,CN,2020-04-06 21:26:21,45.63,85.18,60.26,40,73,6.73
422,Chilca,PE,2020-04-06 21:26:21,-12.52,-76.74,75.2,78,20,9.17
423,Briancon,FR,2020-04-06 21:26:21,44.9,6.65,55.99,51,0,1.77
424,Angoche,MZ,2020-04-06 21:26:21,-16.23,39.91,76.15,86,0,7.23
425,Dharchula,IN,2020-04-06 21:26:21,29.85,80.53,54.05,23,0,8.19
426,Adre,TD,2020-04-06 21:26:22,13.47,22.2,80.2,10,0,9.86
427,Raga,SS,2020-04-06 21:26:22,8.46,25.68,81.18,26,64,0.98
428,Erdemli,TR,2020-04-06 21:26:22,36.6,34.31,60.89,75,56,1.66
429,Najran,SA,2020-04-06 21:26:22,17.49,44.13,77.0,27,20,4.5
430,Kariapatti,IN,2020-04-06 21:26:22,9.68,78.1,80.6,78,20,5.26
431,Imatra,FI,2020-04-06 21:26:22,61.17,28.75,34.0,94,90,5.82
432,Buraydah,SA,2020-04-06 21:24:57,26.33,43.98,78.8,65,75,16.11
433,Bangassou,CF,2020-04-06 21:26:22,4.74,22.82,72.1,72,38,2.08
434,Topola,RS,2020-04-06 21:26:23,44.25,20.68,46.4,38,0,1.12
435,Puerto Ayacucho,VE,2020-04-06 21:26:23,5.66,-67.62,93.2,46,40,2.24
436,Jibuti,DJ,2020-04-06 21:26:23,11.5,42.5,82.4,78,40,6.93
437,Grabouw,ZA,2020-04-06 21:26:23,-34.15,19.02,55.99,66,75,5.82
438,Bijar,IR,2020-04-06 21:26:23,35.87,47.61,51.01,39,100,8.59
439,Hickory,US,2020-04-06 21:26:23,35.73,-81.34,82.4,33,75,3.36
440,Tamandare,BR,2020-04-06 21:26:23,-8.76,-35.1,81.55,78,11,8.68
441,Chotila,IN,2020-04-06 21:26:23,22.42,71.18,77.72,46,14,12.8
442,Lingen,DE,2020-04-06 21:26:24,52.52,7.32,57.99,58,4,4.7
443,Bowmore,US,2020-04-06 21:26:24,34.94,-79.3,84.2,32,20,9.17
444,Mirpur Sakro,PK,2020-04-06 21:24:03,24.55,67.63,77.0,73,5,5.82
445,Bousso,TD,2020-04-06 21:26:24,10.48,16.71,90.55,26,23,6.35
446,Marsh Harbour,BS,2020-04-06 21:26:24,26.54,-77.06,71.56,70,100,12.28
447,Montepuez,MZ,2020-04-06 21:26:24,-13.13,39.0,68.56,86,35,3.91
448,Kilindoni,TZ,2020-04-06 21:26:24,-7.91,39.67,83.71,67,54,6.78
449,Angol,CL,2020-04-06 21:26:24,-37.8,-72.72,69.8,30,0,12.75
450,Dambulla,LK,2020-04-06 21:26:25,7.86,80.65,74.5,89,34,1.14
451,Puerto Ayora,EC,2020-04-06 21:22:23,-0.74,-90.35,86.0,70,20,12.75
452,Kabelvag,NO,2020-04-06 21:26:25,68.21,14.48,41.0,68,100,3.0
453,Windsor,CA,2020-04-06 21:23:32,42.3,-83.02,60.8,22,75,6.93
454,Bubaque,GW,2020-04-06 21:25:22,11.28,-15.83,79.0,72,0,16.33
455,Kotelnikovo,RU,2020-04-06 21:26:25,47.63,43.15,35.89,70,6,7.81
456,Cambuquira,BR,2020-04-06 21:26:25,-21.85,-45.3,69.66,69,32,2.1
457,Mbekenyera,TZ,2020-04-06 21:26:25,-10.0,38.98,70.27,85,62,3.02
458,Mega,ET,2020-04-06 21:26:26,4.05,38.3,62.55,51,25,9.31
459,Tres Arroyos,AR,2020-04-06 21:26:26,-38.37,-60.28,55.8,50,45,15.46
460,Presidencia Roque Saenz Pena,AR,2020-04-06 21:26:26,-26.79,-60.44,80.2,53,30,7.05
461,Bud,US,2020-04-06 21:26:26,39.45,-86.18,72.0,55,75,3.36
462,Talara,PE,2020-04-06 21:26:26,-4.58,-81.27,81.14,60,10,14.14
463,Nyborg,DK,2020-04-06 21:26:26,55.31,10.79,48.2,76,0,2.24
464,Atar,MR,2020-04-06 21:26:27,20.52,-13.05,83.37,15,0,10.54
465,Birao,CF,2020-04-06 21:26:27,10.28,22.79,83.93,12,0,4.38
466,Omboue,GA,2020-04-06 21:26:27,-1.57,9.26,75.47,92,100,10.22
467,Paamiut,GL,2020-04-06 21:26:27,61.99,-49.67,22.08,92,21,7.25
468,Piacabucu,BR,2020-04-06 21:26:27,-10.41,-36.43,81.16,81,17,7.74
469,Raudeberg,NO,2020-04-06 21:26:27,61.99,5.14,48.2,93,75,20.8
470,Marquette,US,2020-04-06 21:26:28,46.53,-87.63,46.99,70,90,5.82
471,Nivala,FI,2020-04-06 21:26:28,63.92,24.97,32.0,89,100,7.0
472,Oxelosund,SE,2020-04-06 21:26:28,58.67,17.1,48.2,70,80,5.82
473,Formosa Do Rio Preto,BR,2020-04-06 21:26:28,-11.05,-45.19,76.86,77,100,2.1
474,Kagadi,UG,2020-04-06 21:24:55,0.96,30.8,68.0,51,65,3.02
475,Maldonado,UY,2020-04-06 21:26:28,-34.67,-54.92,61.0,59,75,20.8
476,Arona,ES,2020-04-06 21:24:31,28.1,-16.68,71.01,82,20,8.05
477,Aswan,EG,2020-04-06 21:26:29,24.09,32.91,81.1,19,0,15.5
478,Kolpashevo,RU,2020-04-06 21:26:29,58.31,82.91,35.78,97,100,4.81
479,Galway,IE,2020-04-06 21:23:45,53.27,-9.05,44.6,81,5,1.12
480,Snasa,NO,2020-04-06 21:26:29,64.25,12.38,32.72,90,62,2.33
481,Malmesbury,ZA,2020-04-06 21:26:29,-33.46,18.73,53.01,66,75,5.82
482,Mogadishu,SO,2020-04-06 21:26:29,2.04,45.34,82.85,75,47,16.53
483,Aleppo,SY,2020-04-06 21:26:29,36.25,37.5,55.13,73,17,12.71
484,Sao Paulo De Olivenca,BR,2020-04-06 21:26:29,-3.38,-68.87,85.17,80,100,1.72
485,Hobyo,SO,2020-04-06 21:26:29,5.35,48.53,82.92,74,59,13.98
486,Bull Savanna,JM,2020-04-06 21:26:30,17.89,-77.59,82.67,59,1,5.41
487,Benghazi,LY,2020-04-06 21:26:30,32.12,20.07,60.73,70,0,10.4
488,Willowmore,ZA,2020-04-06 21:26:30,-33.29,23.49,48.13,54,36,8.93
489,Chissamba,AO,2020-04-06 21:26:30,-12.17,17.33,64.26,61,2,2.04
490,Nioro,GM,2020-04-06 21:26:30,13.35,-15.75,85.42,25,0,9.71
491,Goderich,CA,2020-04-06 21:26:30,43.75,-81.72,53.01,49,100,4.32
492,Perama,GR,2020-04-06 21:26:30,37.98,23.58,52.0,66,75,13.87
493,Novorudnyy,RU,2020-04-06 21:26:30,51.5,58.19,33.8,69,100,13.42
494,Sneek,NL,2020-04-06 21:26:31,53.03,5.66,53.01,100,90,4.7
495,Havelock,US,2020-04-06 21:23:04,34.88,-76.9,71.6,64,20,10.29
496,Aranda De Duero,ES,2020-04-06 21:26:31,41.67,-3.69,51.66,67,100,5.41
497,Abu Samrah,SY,2020-04-06 21:26:31,35.3,37.18,54.95,72,80,8.95
498,Sisimiut,GL,2020-04-06 21:26:31,66.94,-53.67,15.51,85,84,5.99
499,Oktyabrskiy,RU,2020-04-06 21:26:31,54.48,53.47,29.53,89,0,7.31
500,Pozoblanco,ES,2020-04-06 21:25:20,38.38,-4.85,60.8,87,40,4.81
501,Gat,IL,2020-04-06 21:26:31,31.61,34.76,63.0,77,20,6.93
502,Mandla,IN,2020-04-06 21:26:31,22.6,80.38,77.34,29,1,2.39
503,Fulton,US,2020-04-06 21:26:32,33.77,-84.45,84.2,32,40,8.05
504,Santa Marta,CO,2020-04-06 21:25:50,11.24,-74.2,89.6,55,75,18.34
505,Safaga,EG,2020-04-06 21:26:32,26.73,33.94,77.0,31,0,14.99
506,Aktash,RU,2020-04-06 21:26:32,50.3,87.73,22.05,48,0,5.39
507,Odweyne,SO,2020-04-06 21:26:32,9.41,45.06,77.7,35,0,6.38
508,Camopi,GF,2020-04-06 21:26:32,3.17,-52.32,80.83,82,77,4.72
509,Bandipur,NP,2020-04-06 21:26:32,27.93,84.42,59.92,23,0,2.51
510,Oron,NG,2020-04-06 21:26:32,4.83,8.23,81.48,83,71,4.99
511,Panaba,MX,2020-04-06 21:26:33,21.28,-88.27,93.52,41,0,11.32
512,Shablykino,RU,2020-04-06 21:26:33,52.86,35.2,37.87,81,60,7.14
513,Parati,BR,2020-04-06 21:26:33,-23.22,-44.71,87.8,45,20,3.36
514,Kostomuksha,RU,2020-04-06 21:26:33,64.57,30.58,27.7,97,97,10.42
515,Maniitsoq,GL,2020-04-06 21:26:33,65.42,-52.9,20.46,86,89,5.48
516,Cap Malheureux,MU,2020-04-06 21:26:33,-19.98,57.61,78.01,83,40,8.05
517,Monduli,TZ,2020-04-06 21:26:33,-3.3,36.45,66.2,88,75,8.66
518,Quatre Cocos,MU,2020-04-06 21:26:33,-20.21,57.76,78.01,83,40,8.05
519,Teguldet,RU,2020-04-06 21:26:34,57.31,88.17,37.35,92,100,5.73
520,Gouyave,GD,2020-04-06 21:26:34,12.16,-61.73,82.4,78,20,19.46
521,Dharampur,IN,2020-04-06 21:26:34,20.53,73.18,73.96,72,98,3.06
522,Winder,US,2020-04-06 21:26:34,33.99,-83.72,84.2,26,1,3.36
523,Karakol,KG,2020-04-06 21:26:34,42.49,78.39,43.86,28,0,4.74
524,Turukhansk,RU,2020-04-06 21:25:24,65.82,87.98,34.11,97,100,9.93
525,Muisne,EC,2020-04-06 21:26:34,0.6,-80.03,84.2,83,75,6.93
526,Trofors,NO,2020-04-06 21:22:04,65.53,13.41,48.2,88,100,1.12
527,Valdivia,CL,2020-04-06 21:26:35,-39.81,-73.25,62.6,45,1,9.17
528,Vestmannaeyjar,IS,2020-04-06 21:26:35,63.44,-20.27,36.14,77,100,36.28
529,Moshenskoye,RU,2020-04-06 21:26:35,58.51,34.59,27.73,85,8,2.84
530,Guaranda,EC,2020-04-06 21:26:35,-1.6,-79.0,71.6,43,75,17.22
531,Dudinka,RU,2020-04-06 21:26:35,69.41,86.18,32.0,97,90,20.13
532,Cockburn Town,TC,2020-04-06 21:26:35,21.46,-71.14,76.95,67,0,10.56
533,Herveo,CO,2020-04-06 21:26:35,5.08,-75.17,86.0,55,40,6.93
534,Doka,SD,2020-04-06 21:26:24,13.52,35.77,89.51,17,29,5.48
535,Viedma,AR,2020-04-06 21:26:36,-40.81,-63.0,57.99,36,28,11.83
536,Rampur,IN,2020-04-06 21:26:36,28.82,79.03,71.47,29,0,8.81
537,Babina,IN,2020-04-06 21:26:36,25.25,78.47,77.88,19,0,3.49
538,Zelezna Ruda,CZ,2020-04-06 21:26:36,49.14,13.24,57.2,59,0,5.82
539,Opuwo,NA,2020-04-06 21:26:36,-18.06,13.84,73.51,32,54,1.99
540,Juba,SS,2020-04-06 21:26:36,4.85,31.58,84.88,37,73,0.76
541,Nyakahanga,TZ,2020-04-06 21:26:36,-1.6,31.14,60.15,63,51,1.61
542,Marawi,PH,2020-04-06 21:26:29,8.0,124.29,66.38,72,33,2.35
543,Carutapera,BR,2020-04-06 21:26:37,-1.2,-46.02,81.48,86,100,11.12
544,Surgut,RU,2020-04-06 21:26:37,61.25,73.42,37.4,100,90,11.18
545,Iracoubo,GF,2020-04-06 21:26:37,5.48,-53.2,81.27,77,29,13.56
546,Santa Cruz,BO,2020-04-06 21:25:40,-17.8,-63.17,84.2,65,40,11.41
547,Nalut,LY,2020-04-06 21:26:37,30.33,10.85,63.18,22,1,8.39
548,Malindi,KE,2020-04-06 21:26:37,-3.22,40.12,82.09,75,86,7.49
549,Zabid,YE,2020-04-06 21:26:37,14.2,43.32,87.31,42,0,8.23
550,Guaruja,BR,2020-04-06 21:26:37,-23.99,-46.26,82.4,74,29,6.93
551,Maragogi,BR,2020-04-06 21:26:38,-9.01,-35.22,81.0,78,9,8.46
552,Chipoka,MW,2020-04-06 21:26:38,-13.99,34.52,74.66,56,8,3.76
553,Hun,LY,2020-04-06 21:26:38,29.13,15.95,61.09,28,0,9.48
554,Karaton,ID,2020-04-06 21:26:38,-6.34,106.1,77.0,88,40,6.93
555,Nowogard,PL,2020-04-06 21:26:38,53.67,15.12,54.0,69,0,10.29
556,Khorixas,NA,2020-04-06 21:26:38,-20.37,14.97,70.18,25,1,5.91
557,Behbahan,IR,2020-04-06 21:26:38,30.6,50.24,59.0,51,100,4.83
558,Songea,TZ,2020-04-06 21:22:49,-10.68,35.65,71.6,94,75,5.82
559,Muli,MV,2020-04-06 21:26:39,2.92,73.57,84.42,65,54,3.44
560,Hericourt,FR,2020-04-06 21:26:39,47.57,6.76,55.99,61,7,4.7
561,Tashara,RU,2020-04-06 21:26:39,55.52,83.51,36.21,94,100,6.93
562,Orlovskiy,RU,2020-04-06 21:26:39,46.87,42.06,35.96,71,1,5.03
563,Oktyabrskoye,RU,2020-04-06 21:26:39,43.06,44.74,35.22,60,88,2.06
564,Koch Bihar,IN,2020-04-06 21:26:39,26.32,89.43,70.61,25,0,5.41
